2018-12-05 11:23:35.451556	2.2	2.63	1.97	0.44	1.58	0.24
2018-12-05 11:23:35.607044	2.2	2.63	1.95	0.44	1.6	0.24
2018-12-05 11:23:35.758569	2.2	2.63	1.96	0.45	1.59	0.23
2018-12-05 11:23:35.906065	2.21	2.63	1.96	0.46	1.6	0.23
2018-12-05 11:23:36.057630	2.21	2.63	1.97	0.49	1.62	0.22
2018-12-05 11:23:36.205224	2.21	2.63	1.96	0.49	1.63	0.22
2018-12-05 11:23:37.253973	2.21	2.63	1.98	0.47	1.63	0.21
2018-12-05 11:23:37.405531	2.21	2.63	1.98	0.46	1.63	0.2
2018-12-05 11:23:37.552816	2.2	2.63	1.98	0.48	1.63	0.21
2018-12-05 11:23:37.708401	2.2	2.63	1.99	0.49	1.61	0.21
2018-12-05 11:23:37.856036	2.2	2.63	1.99	0.5	1.61	0.21
2018-12-05 11:23:38.007407	2.2	2.63	1.99	0.5	1.61	0.21
2018-12-05 11:23:38.753046	2.21	2.64	1.99	0.5	1.61	0.2
2018-12-05 11:23:38.908736	2.21	2.64	1.99	0.51	1.61	0.21
2018-12-05 11:23:39.056068	2.21	2.64	1.99	0.51	1.6	0.21
2018-12-05 11:23:39.662177	2.22	2.65	1.99	0.41	1.53	0.21
2018-12-05 11:23:39.805646	2.22	2.64	1.99	0.23	1.33	0.21
2018-12-05 11:23:39.957206	2.22	2.65	1.99	0.27	1.35	0.25
2018-12-05 11:23:40.104714	2.23	2.65	1.99	0.25	1.34	0.25
2018-12-05 11:23:40.260197	2.23	2.65	2.0	0.27	1.37	0.25
